ticker,endpoint_type,success,candlestick_count,error
KXNCAAMBTOTAL-25NOV21PFWSLU-150,historical,True,12,
KXNCAAMBTOTAL-25NOV21USUTULN-161,historical,True,15,
KXNCAAMBTOTAL-25NOV24LMUFAU-154,historical,True,26,
KXNCAAMBTOTAL-25NOV25BAYSJU-159,historical,True,18,
KXNCAAMBTOTAL-25NOV28DEPGT-158,historical,True,11,
KXNCAAMBTOTAL-25NOV28MIAGTWN-145,historical,True,9,
KXNCAAMBTOTAL-25NOV28SMUMSST-164,historical,True,26,
KXNCAAMBTOTAL-26JAN03CBUTARL-141,historical,True,17,
KXNCAAMBTOTAL-26JAN07FIUJVST-145,historical,True,21,
KXNCAAMBTOTAL-26JAN08PEPPUSD-144,live,True,29,
KXNCAAMBTOTAL-26JAN10NCCUCOPP-145,live,True,13,
KXNCAAMBTOTAL-26JAN10USUBSU-147,live,True,27,
KXNCAAMBTOTAL-26JAN14FIUKENN-171,live,True,26,
KXNCAAMBTOTAL-26JAN14ULLTXST-135,live,True,25,
KXNCAAMBTOTAL-26JAN17MOSUMTU-134,live,True,22,
KXNCAAMBTOTAL-26JAN17SHSUFIU-168,live,True,20,
KXNCAAMBTOTAL-26JAN19LAMUNO-161,live,True,14,
KXNCAAMBTOTAL-26JAN21GTWNVILL-137,live,True,20,
KXNCAAMBTOTAL-26JAN21KENNSHSU-166,live,True,24,
KXNCAAMBTOTAL-26JAN21UNAQUC-162,live,True,17,
KXNCAAMBTOTAL-26JAN23LIUSTNH-124,live,True,18,
KXNCAAMBTOTAL-26JAN24AMCCIW-128,live,True,16,
KXNCAAMBTOTAL-26JAN24MURRUNI-153,live,True,17,
KXNCAAMBTOTAL-26JAN24UVMBRY-134,live,True,15,
KXNCAAMBTOTAL-26JAN28BELVALP-144,live,True,25,
KXNCAAMBTOTAL-26JAN28BUCKLAF-150,live,True,11,
KXNCAAWBGAME-25DEC02ESCSEA-ESC,historical,True,65,
KXNCAAWBGAME-25NOV20HOUUTRGV-HOU,historical,True,10,
KXNCAAWBGAME-25NOV30MSUCLEM-CLEM,historical,True,29,
KXNCAAWBGAME-26JAN01FLATENN-FLA,historical,True,63,
KXNCAAWBGAME-26JAN14DETCLEV-DET,live,True,65,
KXNCAAWBGAME-26JAN16CPHAW-CP,live,True,49,
KXNCAAWBGAME-26JAN17USACCAR-CCAR,live,True,59,
KXNCAAWBGAME-26JAN17WIUUALR-UALR,live,True,68,
KXNCAAWBGAME-26JAN22CCSUFDU-CCSU,live,True,66,
KXNCAAWBGAME-26JAN28LONGWEBB-LONG,live,True,55,
KXNEXTNFLCOACH-MIA26-KKIN,live,True,281,
KXNFL2TD-25OCT12ARIIND-ARIEDEMERCADO31,historical,True,43,
KXNFL2TD-25SEP04DALPHI-DALJFERGUSON87,historical,True,30,
KXNFLANYTD-25DEC07CINBUF-CINDST,historical,True,37,
KXNFLANYTD-25DEC21CINMIA-MIAMWASHINGTON6,historical,True,50,
KXNFLANYTD-25NOV23PITCHI-CHIKMONANGAI25,historical,True,42,
KXNFLANYTD-25OCT05HOUBAL-HOUNCOLLINS12,historical,True,188,
KXNFLANYTD-25SEP07SFSEA-SFBROBINSON3,historical,True,84,
KXNFLANYTD-25SEP21ATLCAR-ATLKPITTS8,historical,True,43,
KXNFLANYTD-25SEP21LVWAS-WASDEF,historical,True,44,
KXNFLANYTD-26JAN04INDHOU-HOUJHIGGINS81,historical,True,57,
KXNFLANYTD-26JAN10GBCHI-CHIKMONANGAI25,live,True,132,
KXNFLFIRSTTD-25DEC07INDJAC-INDDST,historical,True,34,
KXNFLFIRSTTD-25DEC21PITDET-PITARODGERS8,historical,True,55,
KXNFLFIRSTTD-25DEC28NENYJ-NOTD,historical,True,43,
KXNFLFIRSTTD-25NOV02LACTEN-TENEAYOMANOR5,historical,True,31,
KXNFLFIRSTTD-25NOV30ARITB-TBCOTTON88,historical,True,43,
KXNFLFIRSTTD-25OCT30BALMIA-MIATCONNER80,historical,True,39,
KXNFLFIRSTTD-25SEP07CINCLE-CLEIBOND16,historical,True,81,
KXNFLFIRSTTD-25SEP28BALKC-BALDHOPKINS10,historical,True,27,
KXNFLGAME-25OCT20HOUSEA-HOU,historical,True,296,
KXNFLPASSTDS-25DEC21NEBAL-BALLJACKSON8-2,historical,True,62,
KXNFLPASSTDS-25DEC28ARICIN-CINJBURROW9-3,historical,True,54,
KXNFLPASSTDS-25NOV23JACARI-ARIJBRISSETT7-2,historical,True,48,
KXNFLPASSTDS-25NOV30LACAR-LAMSTAFFORD9-3,historical,True,43,
KXNFLPASSYDS-25DEC14LACKC-LACJHERBERT10-350,historical,True,44,
KXNFLPASSYDS-25DEC25DENKC-KCCOLADOKUN19-300,historical,True,16,
KXNFLPASSYDS-25NOV09PITLAC-PITARODGERS8-350,historical,True,49,
KXNFLPASSYDS-25NOV30BUFPIT-PITARODGERS8-350,historical,True,42,
KXNFLPASSYDS-25OCT20TBDET-TBBMAYFIELD6-175,historical,True,53,
KXNFLPASSYDS-26JAN18HOUNE-HOUCSTROUD7-275,live,True,51,
KXNFLPREPACK3ML-25DEC14DENGBLADETSEAIND-GBLAIND,historical,True,85,
KXNFLREC-25DEC07CINBUF-BUFKCOLEMAN0-3,historical,True,49,
KXNFLREC-25DEC07SEAATL-ATLDMOONEY1-3,historical,True,43,
KXNFLREC-25DEC14BALCIN-CINCBROWN30-4,historical,True,59,
KXNFLREC-25DEC14BUFNE-NESDIGGS8-3,historical,True,48,
KXNFLREC-25DEC14INDSEA-SEACKUPP10-3,historical,True,60,
KXNFLREC-25DEC25DALWAS-WASDSAMUEL1-6,historical,True,56,
KXNFLREC-25DEC27BALGB-GBJJACOBS8-5,historical,True,5,
KXNFLREC-25NOV02KCBUF-KCTKELCE87-6,historical,True,34,
KXNFLREC-25NOV09BALMIN-BALDHOPKINS10-3,historical,True,20,
KXNFLREC-25NOV09NOCAR-NOJJOHNSON83-2,historical,True,27,
KXNFLREC-25NOV13NYJNE-NESDIGGS8-6,historical,True,45,
KXNFLREC-25NOV16TBBUF-TBRWHITE1-5,historical,True,36,
KXNFLREC-25NOV23MINGB-MINJJEFFERSON18-5,historical,True,41,
KXNFLREC-25NOV23PITCHI-PITCAUSTIN19-3,historical,True,31,
KXNFLREC-25NOV24CARSF-CARJSANDERS0-1,historical,True,39,
KXNFLREC-26JAN25NEDEN-NEDDOUGLAS3-5,live,True,3,
KXNFLRECYDS-25DEC07LAARI-LADADAMS17-80,historical,True,45,
KXNFLRECYDS-25DEC21JACDEN-DENPBRYANT13-20,historical,True,56,
KXNFLRECYDS-25NOV02JACLV-JACPWASHINGTON11-50,historical,True,34,
KXNFLRECYDS-25NOV16WASMIA-WASJBATES87-30,historical,True,11,
KXNFLRECYDS-25NOV23NYJBAL-BALZFLOWERS4-50,historical,True,45,
KXNFLRECYDS-25NOV30LACAR-LADALLEN87-20,historical,True,42,
KXNFLRECYDS-25OCT12NENO-NEAHOOPER81-50,historical,True,21,
KXNFLRECYDS-26JAN12HOUPIT-HOUWMARKS27-20,live,True,164,
KXNFLRSHYDS-25DEC21KCTEN-KCKHUNT29-29,historical,True,61,
KXNFLRSHYDS-25DEC28NYGLV-LVGSMITH7-40,historical,True,26,
KXNFLRSHYDS-25NOV16BALCLE-BALLJACKSON8-50,historical,True,45,
KXNFLRSHYDS-25NOV20BUFHOU-BUFJALLEN17-20,historical,True,56,
KXNFLRSHYDS-26JAN11LACNE-NETHENDERSON32-60,live,True,148,
KXNFLSPREAD-25AUG22ATLDAL-DAL25,historical,True,17,
KXNFLSPREAD-25AUG23BUFTB-TB43,historical,True,21,
KXNFLSPREAD-25AUG23HOUDET-HOU9,historical,True,19,
KXNFLSPREAD-25DEC28CHISF-CHI9,historical,True,229,
KXNFLSPREAD-25NOV02CARGB-CAR2,historical,True,169,
KXNFLSPREAD-25NOV27CINBAL-CIN3,historical,True,125,
KXNFLSPREAD-25OCT05LVIND-LV2,historical,True,95,
KXNFLSPREAD-25OCT19INDLAC-LAC4,historical,True,127,
KXNFLSPREAD-25OCT20TBDET-TB4,historical,True,159,
KXNFLSPREAD-25OCT26NYJCIN-NYJ10,historical,True,120,
KXNFLSPREAD-25SEP07CARJAC-CAR32,historical,True,25,
KXNFLSPREAD-25SEP07TENDEN-TEN15,historical,True,31,
KXNFLTEAMTOTAL-25DEC07HOUKC-HOU7,historical,True,10,
KXNFLTEAMTOTAL-26JAN25NEDEN-NE26,live,True,158,
KXNFLTOTAL-25AUG21NENYG-62,historical,True,0,
KXNFLTOTAL-25AUG23BALWAS-41,historical,True,29,
KXNFLTOTAL-25AUG23INDCIN-23,historical,True,18,
KXNFLTOTAL-25AUG23LACSF-65,historical,True,21,
KXNFLTOTAL-25DEC14LVPHI-51,historical,True,227,
KXNFLTOTAL-25DEC15MIAPIT-30,historical,True,257,
KXNFLTOTAL-25NOV09BUFMIA-44,historical,True,188,
KXNFLTOTAL-25NOV23ATLNO-32,historical,True,231,
KXNFLTOTAL-25NOV23MINGB-34,historical,True,236,
KXNFLTOTAL-25OCT12CINGB-48,historical,True,118,
KXNFLTOTAL-25OCT19PHIMIN-37,historical,True,137,
KXNFLTOTAL-25OCT20TBDET-61,historical,True,167,
KXNFLTOTAL-25OCT26TENIND-50,historical,True,118,
KXNFLTOTAL-25SEP07CARJAC-10,historical,True,47,
KXNFLTOTAL-25SEP07NYGWAS-17,historical,True,46,
KXNFLTOTAL-25SEP14DENIND-42,historical,True,140,
KXNFLTOTAL-25SEP21CINMIN-36,historical,True,62,
KXNFLTOTAL-26JAN04NOATL-40,historical,True,150,
KXNFLWINS-GB-25B-T2,historical,True,1012,
KXNHLAST-25DEC02VANCOL-VANEPETTERSSON40-1,historical,True,2,
KXNHLAST-25DEC06WPGEDM-EDMLDRAISAITL29-2,historical,True,2,
KXNHLAST-25DEC10DETCGY-DETLRAYMOND23-1,historical,True,2,
KXNHLAST-25DEC11ANANYI-NYIMSCHAEFER48-1,historical,True,2,
KXNHLAST-25DEC11TBNJ-TBNKUCHEROV86-1,historical,True,2,
KXNHLAST-25DEC13FLADAL-FLABMARCHAND63-2,historical,True,2,
KXNHLAST-25DEC15LADAL-DALJBENN14-1,historical,True,3,
KXNHLAST-25DEC16CHITOR-TORECOWAN53-1,historical,True,2,
KXNHLAST-25DEC18NYRSTL-NYRWCUYLLE50-1,historical,True,2,
KXNHLAST-25DEC19DALANA-ANATTERRY19-1,historical,True,2,
KXNHLAST-25DEC20CARTB-TBGGONCALVES93-2,historical,True,3,
KXNHLAST-25DEC23BUFOTT-OTTTCHABOT72-2,historical,True,5,
KXNHLAST-25DEC27COLVGK-COLMNECAS88-2,historical,True,6,
KXNHLAST-25DEC27TBFLA-TBBPOINT21-2,historical,True,4,
KXNHLAST-25DEC29BOSCGY-CGYJHUBERDEAU10-2,historical,True,6,
KXNHLAST-25DEC29MINVGK-VGKMMARNER93-1,historical,True,5,
KXNHLAST-25DEC29NSHUTA-NSHFFORSBERG9-2,historical,True,5,
KXNHLAST-25NOV24FLANSH-FLASJONES3-2,historical,True,2,
KXNHLAST-25NOV24OTTLA-OTTDBATHERSON19-2,historical,True,2,
KXNHLAST-26JAN01WSHOTT-OTTTSTUTZLE18-1,historical,True,4,
KXNHLAST-26JAN02NYRFLA-FLASJONES3-2,historical,True,2,
KXNHLAST-26JAN06FLATOR-FLASREINHART13-2,historical,True,6,
KXNHLAST-26JAN09STLUTA-STLJKYROU25-2,live,True,4,
KXNHLAST-26JAN09WSHCHI-WSHJSOURDIF34-2,live,True,3,
KXNHLAST-26JAN10SEACAR-SEAVDUNN29-2,live,True,4,
KXNHLAST-26JAN13MTLWSH-MTLZBOLDUC76-1,live,True,2,
KXNHLAST-26JAN15DALUTA-DALELINDELL23-2,live,True,3,
KXNHLAST-26JAN15PHIPIT-PHITZEGRAS46-2,live,True,5,
KXNHLAST-26JAN17BOSCHI-BOSFMINTEN93-1,live,True,2,
KXNHLAST-26JAN17SEAUTA-SEAETOLVANEN20-1,live,True,4,
KXNHLAST-26JAN24DETWPG-DETDLARKIN71-1,live,True,5,
KXNHLAST-26JAN26ANAEDM-EDMJROSLOVIC28-2,live,True,2,
KXNHLFIRSTGOAL-25DEC06CBJFLA-CBJAFANTILLI19,historical,True,4,
KXNHLFIRSTGOAL-25DEC06UTACGY-UTALCROUSE67,historical,True,3,
KXNHLFIRSTGOAL-25DEC11STLNSH-STLJNEIGHBOURS63,historical,True,5,
KXNHLFIRSTGOAL-25DEC21NYRNSH-NSHRJOSI59,historical,True,5,
KXNHLFIRSTGOAL-25DEC29BOSCGY-BOSPZACHA18,historical,True,6,
KXNHLFIRSTGOAL-26JAN03MINLA-LACPERRY10,historical,True,5,
KXNHLFIRSTGOAL-26JAN10CGYPIT-PITEKARLSSON65,live,True,5,
KXNHLFIRSTGOAL-26JAN15MTLBUF-BUFJZUCKER17,live,True,5,
KXNHLGAME-25DEC27NSHSTL-STL,historical,True,68,
KXNHLGAME-25NOV18CBJWPG-WPG,historical,True,68,
KXNHLGAME-25NOV19BOSANA-BOS,historical,True,67,
KXNHLGAME-25OCT18FLABUF-FLA,historical,True,59,
KXNHLGAME-26JAN24FLAMIN-FLA,live,True,68,
KXNHLGOAL-25DEC02TBNYI-TBBHAGEL38,historical,True,3,
KXNHLGOAL-25DEC07CHIANA-CHISRINZEL6,historical,True,5,
KXNHLGOAL-25DEC13TBNYI-NYIALEE27,historical,True,7,
KXNHLGOAL-25DEC18CHIMTL-MTLCCAUFIELD13,historical,True,4,
KXNHLGOAL-25DEC20DETWSH-WSHDSTROME17,historical,True,6,
KXNHLGOAL-25DEC23CGYEDM-EDMLDRAISAITL29,historical,True,6,
KXNHLGOAL-25DEC23PHICHI-CHITBERTUZZI59,historical,True,5,
KXNHLGOAL-25DEC28TORDET-DETASANDINPELLIKKA44,historical,True,7,
KXNHLGOAL-25DEC31NJCBJ-CBJDSEVERSON78,historical,True,6,
KXNHLGOAL-26JAN02MINANA-MINMZUCCARELLO36,historical,True,6,
KXNHLGOAL-26JAN07STLCHI-CHIRGREENE20,historical,True,6,
KXNHLGOAL-26JAN13CGYCBJ-CGYMCORONATO27,live,True,6,
KXNHLGOAL-26JAN15MTLBUF-BUFJDOAN91,live,True,4,
KXNHLGOAL-26JAN19SJFLA-SJAWENNBERG21,live,True,6,
KXNHLGOAL-26JAN20NYRLA-NYRALAFRENIERE13,live,True,6,
KXNHLGOAL-26JAN23NJVAN-VANLKARLSSON94,live,True,6,
KXNHLGOAL-26JAN27NSHBOS-NSHROREILLY90,live,True,5,
KXNHLPTS-25DEC02DALNYR-NYRVTROCHECK16-1,historical,True,2,
KXNHLPTS-25DEC02VANCOL-COLMNECAS88-1,historical,True,2,
KXNHLPTS-25DEC03BUFPHI-BUFTTHOMPSON72-2,historical,True,4,
KXNHLPTS-25DEC03DALNJ-NJSNOESEN11-1,historical,True,2,
KXNHLPTS-25DEC06DETSEA-DETJVANRIEMSDYK21-2,historical,True,2,
KXNHLPTS-25DEC06WPGEDM-EDMAMANGIAPANE88-2,historical,True,2,
KXNHLPTS-25DEC09COLNSH-NSHFFORSBERG9-2,historical,True,2,
KXNHLPTS-25DEC09COLNSH-NSHROREILLY90-1,historical,True,2,
KXNHLPTS-25DEC11SJTOR-TORECOWAN53-2,historical,True,2,
KXNHLPTS-25DEC11STLNSH-NSHNBLANKENBURG37-3,historical,True,2,
KXNHLPTS-25DEC14BUFSEA-SEABMONTOUR62-2,historical,True,0,
KXNHLPTS-25DEC14UTAPIT-PITTNOVAK18-3,historical,True,0,
KXNHLPTS-25DEC15NSHSTL-STLJFAULK72-2,historical,True,4,
KXNHLPTS-25DEC17NJVGK-NJOPALAT18-3,historical,True,1,
KXNHLPTS-25DEC20PHINYR-PHICYORK8-1,historical,True,3,
KXNHLPTS-25DEC20PHINYR-PHISCOUTURIER14-1,historical,True,4,
KXNHLPTS-25DEC20VGKCGY-VGKNHANIFIN15-2,historical,True,3,
KXNHLPTS-25DEC22SEAANA-SEAFGAUDREAU89-2,historical,True,3,
KXNHLPTS-25DEC23DALDET-DETACOPP18-3,historical,True,0,
KXNHLPTS-25DEC23NYRWSH-NYRNLABA42-1,historical,True,3,
KXNHLPTS-25DEC27COLVGK-VGKIBARBASHEV49-1,historical,True,5,
KXNHLPTS-25DEC27EDMCGY-EDMZHYMAN18-1,historical,True,5,
KXNHLPTS-25DEC31STLCOL-COLCMAKAR8-1,historical,True,5,
KXNHLPTS-26JAN01MTLCAR-MTLBGALLAGHER11-3,historical,True,2,
KXNHLPTS-26JAN03COLCAR-CARSAHO20-1,historical,True,4,
KXNHLPTS-26JAN03NSHCGY-NSHMBUNTING58-1,historical,True,4,
KXNHLPTS-26JAN04MTLDAL-MTLNSUZUKI14-1,historical,True,4,
KXNHLPTS-26JAN07OTTUTA-UTABHAYTON27-3,historical,True,4,
KXNHLPTS-26JAN07SJLA-SJDORLOV9-3,historical,True,5,
KXNHLPTS-26JAN09STLUTA-UTAMCARCONE53-2,live,True,3,
KXNHLPTS-26JAN10NYRBOS-NYRJMILLER8-1,live,True,4,
KXNHLPTS-26JAN10TBPHI-TBOBJORKSTRAND22-3,live,True,2,
KXNHLPTS-26JAN11CBJUTA-CBJAFANTILLI19-2,live,True,3,
KXNHLPTS-26JAN11WSHNSH-WSHAOVECHKIN8-3,live,True,0,
KXNHLPTS-26JAN11WSHNSH-WSHCMCMICHAEL24-1,live,True,0,
KXNHLPTS-26JAN13TBPIT-PITAMANTHA39-1,live,True,4,
KXNHLPTS-26JAN14VGKLA-VGKCSISSONS10-2,live,True,1,
KXNHLPTS-26JAN15PHIPIT-PHITSANHEIM6-2,live,True,5,
KXNHLPTS-26JAN15VANCBJ-CBJDSEVERSON78-2,live,True,4,
KXNHLPTS-26JAN20BUFNSH-NSHRJOSI59-2,live,True,3,
KXNHLPTS-26JAN23VGKTOR-VGKPDOROFEYEV16-1,live,True,5,
KXNHLPTS-26JAN24DETWPG-WPGJMORRISSEY44-2,live,True,5,
KXNHLSPREAD-25DEC27COLVGK-VGK2,historical,True,60,
KXNHLSPREAD-25DEC27EDMCGY-CGY2,historical,True,60,
KXNHLSPREAD-25NOV01CHIEDM-EDM2,historical,True,21,
KXNHLSPREAD-25NOV02CGYPHI-CGY1,historical,True,30,
KXNHLSPREAD-25NOV08DALNSH-NSH1,historical,True,30,
KXNHLSPREAD-25NOV28NJBUF-BUF1,historical,True,28,
KXNHLTOTAL-25NOV24CBJWSH-6,historical,True,40,
KXNHLTOTAL-25OCT23SJNYR-5,historical,True,19,
KXNHLTOTAL-26JAN15VANCBJ-3,live,True,56,
KXNYCRENTSY-25-T1,live,True,3205,
KXPGATOUR-CSC25-GSIG,historical,True,111,
KXPGATOUR-FSJC25-JSPA,historical,True,189,
KXPGATOUR-FSJC25-PCAN,historical,True,186,
KXPGATOUR-JDC25-TLAW,historical,True,98,
KXPGATOUR-SOOIH26-JSPA,live,True,165,
KXPGATOUR-THAE26-ZDOU,live,True,136,
KXPGATOUR-WOWTC25-BTHO,historical,True,198,
KXPICKLEBALL-MIXEDDOUBLES25OCT07-PARNEW,historical,True,150,
KXRANKLISTSONGTOP10-25DEC20-HOL,historical,True,144,
KXSAGAWARDACTR-26-AMA,historical,True,316,
KXSAUDIPLGAME-26JAN09KHADAM-DAM,live,True,74,
KXSCOTTISHPREMGAME-26JAN24FALHIB-FAL,live,True,81,
KXSECPRESSMENTION-25DEC30-PAUL,historical,True,18,
KXSERIEASPREAD-25DEC14BFCJUV-BFC1,historical,True,115,
KXSERIEATOTAL-25DEC06INTCOM-2,historical,True,120,
KXSOUTHPARKMENTION-25SEP24-DKNG,historical,True,8,
KXSTARLADDERBUDAPESTMAJOR-STAR25-VIR,historical,True,2518,
KXSWIFTMENTION-25AUG13-STU,historical,True,37,
KXTABLETENNIS-26JAN17MCZMKO-MKO,live,True,1,
KXTABLETENNIS-26JAN19BSUALI-BSU,live,True,1,
KXTABLETENNIS-26JAN19JNOPGU-PGU,live,True,2,
KXTABLETENNIS-26JAN20KPEAWI-KPE,live,True,1,
KXTHEOPEN-25-SIM,historical,True,185,
KXTHEOPEN-TOP1025-THAT,historical,True,54,
KXTOP10BILLBOARDCB-25-7,historical,True,594,
KXTOP10BILLBOARDSPOTSSC-25-1,historical,True,234,
KXTOURDEFRANCE-25-TPID,historical,True,800,
KXTRUMPMENTION-25AUG11-BORD,historical,True,19,
KXTRUMPMENTION-25SEP22-PREG,historical,True,17,
KXUCLFIRSTGOAL-25DEC09BARSGE-SGEESKHIR15,historical,True,1,
KXUCLFIRSTGOAL-26JAN21NEWPSV-NEWYWISSA9,live,True,1,
KXUCLFIRSTGOAL-26JAN21QARSGE-QARMJANKO8,live,True,1,
KXUCLGAME-25DEC09ALMOLY-TIE,historical,True,47,
KXUCLGAME-26JAN28NAPCFC-TIE,live,True,151,
KXUCLGOAL-25DEC10BENNAP-BENTARAUJ44-1,historical,True,2,
KXUCLGOAL-25NOV26FCCALM-ALMDKASSA4-1,historical,True,2,
KXUCLGOAL-25NOV26PSGTOT-PSGWPACHO51-1,historical,True,2,
KXUCLGOAL-26JAN28ARSALM-ALMVGROMY55-1,live,True,1,
KXUCLSPREAD-25DEC10LEVNEW-NEW1,historical,True,52,
KXUCLTOP-26-FCC,live,True,2577,
KXUELGAME-25DEC11SCFRBS-RBS,historical,True,175,
KXUFCFIGHT-26JAN24GAUPUL-PUL,live,True,411,
KXUFCFIGHT-26JAN24HOKFRE-HOK,live,True,390,
KXUSOPEN-25-JSPA,historical,True,262,
KXVALPLIND-25-TNEM,historical,True,75,
KXVANCEMENTION-25SEP17-INVS,historical,True,24,
KXVMACOUNTRY-25-LAI,historical,True,749,
KXWMENSINGLES-25-LLA,historical,True,209,
KXWNBAGAME-25AUG10MINNY-NY,historical,True,30,
KXWTAMATCH-25AUG14BROGAU-GAU,historical,True,10,
KXWTAMATCH-25JUN20FERYAS-YAS,historical,True,25,
KXWTAMATCH-26JAN09MCCJUV-JUV,live,True,20,
KXWTAMATCH-26JAN22SONPUT-SON,live,True,50,
KXWWOMENSINGLES-25-NB,historical,True,208,
